ID	Instructor	Title	Topic	URL	Venue	Year
0	Eric Xing	Introduction to Graphical Models	172	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture1-Introduction.pdf	Carnegie Mellon University	2014
1	Eric Xing	Directed Graphical Models: Bayesian Networks	842	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture2-BNrepresentation.pdf	Carnegie Mellon University	2014
2	Eric Xing	Undirected Graphical Models: Markov Random Fields	221	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture3-MRFrepresentation.pdf	Carnegie Mellon University	2014
3	Eric Xing	Variable Elimination	221	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture4-Elimination.pdf	Carnegie Mellon University	2014
4	Eric Xing	Sum-Product Message Passing	221	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture5-BP.pdf	Carnegie Mellon University	2014
5	Eric Xing	Generalized linear models	184	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture6-GLIM.pdf	Carnegie Mellon University	2014
6	Eric Xing	Learning in Fully Observed Bayesian Networks	842	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture7-LearningObs.pdf	Carnegie Mellon University	2014
7	Eric Xing	Learning in Fully Observed Markov Networks	221	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture8-LearningObsMRF.pdf	Carnegie Mellon University	2014
8	Eric Xing	The Expectation-Maximization Algorithm	731	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture9-EM.pdf	Carnegie Mellon University	2014
9	Eric Xing	Gaussian graphical models and Ising models: modeling networks	172	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture10-NetworkLearning.pdf	Carnegie Mellon University	2014
10	Eric Xing	Factor Analysis and State Space Models	172	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture11-FA&KF.pdf	Carnegie Mellon University	2014
11	Eric Xing	Conditional Random Fields	511	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture12-CRF.pdf	Carnegie Mellon University	2014
12	Eric Xing	Variational Inference: Loopy Belief Propagation	172	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture13-VI.pdf	Carnegie Mellon University	2014
13	Eric Xing	Variational Inference: Mean Field Approximation	172	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture14-VI2.pdf	Carnegie Mellon University	2014
14	Eric Xing	Variational Inference: Theory	172	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture15-MF-topicmodel.pdf	Carnegie Mellon University	2014
15	Eric Xing	Approximate Inference: Monte Carlo Methods	184	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture16-MC.pdf	Carnegie Mellon University	2014
16	Eric Xing	Approximate Inference: Markov Chain Monte Carlo (MCMC)	184	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture17-MCMC.pdf	Carnegie Mellon University	2014
17	Eric Xing	Advanced Topics in MCMC	184	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture18-AdvMCMC.pdf	Carnegie Mellon University	2014
18	Eric Xing	Dirichlet Processes	364	http://www.cs.cmu.edu/~epxing/Class/10708/lectures/lecture19-npbayes.pdf	Carnegie Mellon University	2014
