12,15,1
2,6,1
12,28,1
13,33,1
52,49,1
23,34,1
17,36,1
26,93,1
7,25,1
36,37,1
17,98,1
5,17,1
17,13,1
20,47,1
24,84,1
5,28,1
87,60,1
19,60,1
39,40,1
94,49,1
99,85,1
15,89,1
11,1,1
9,38,1
15,100,1
18,81,1
7,19,1
15,13,1
13,14,1
6,27,1
53,38,1
24,59,1
9,97,1
12,23,1
39,43,1
9,43,1
43,34,1
18,38,1
25,86,1
9,98,1
8,59,1
15,75,1
36,43,1
17,1,1
14,33,1
38,62,1
9,87,1
12,95,1
2,4,1
5,13,1
100,85,1
6,3,1
12,97,1
75,84,1
46,55,1
15,99,1
24,49,1
3,22,1
5,32,1
6,10,1
7,4,1
93,83,1
23,75,1
22,43,1
16,11,1
18,97,1
8,9,1
15,87,1
23,98,1
5,30,1
31,89,1
3,35,1
8,41,1
38,55,1
59,37,1
17,100,1
28,15,1
7,13,1
89,48,1
36,86,1
7,23,1
5,11,1
13,32,1
28,59,1
18,39,1
52,33,1
17,86,1
6,21,1
24,72,1
27,22,1
79,38,1
9,39,1
5,14,1
38,97,1
20,95,1
9,42,1
76,66,1
18,40,1
7,28,1
42,43,1
19,75,1
6,35,1
36,88,1
7,20,1
5,41,1
25,29,1
20,46,1
27,93,1
9,40,1
17,99,1
24,89,1
3,12,1
18,41,1
7,17,1
5,18,1
5,9,1
18,70,1
16,95,1
72,84,1
10,97,1
8,70,1
24,94,1
21,95,1
42,40,1
96,32,1
5,15,1
32,47,1
9,41,1
15,95,1
23,31,1
35,43,1
5,23,1
7,46,1
19,20,1
10,35,1
45,47,1
43,44,1
47,56,1
7,47,1
22,93,1
15,98,1
21,48,1
6,12,1
81,38,1
23,15,1
7,45,1
37,60,1
6,4,1
18,59,1
13,88,1
23,24,1
5,31,1
10,22,1
9,18,1
8,42,1
73,78,1
19,95,1
19,46,1
5,3,1
12,98,1
6,22,1
2,3,1
5,8,1
20,45,1
9,86,1
3,11,1
25,59,1
41,43,1
9,44,1
10,27,1
41,42,1
3,27,1
26,83,1
18,87,1
93,79,1
25,52,1
46,62,1
19,62,1
9,59,1
41,40,1
16,75,1
21,46,1
28,98,1
18,93,1
12,24,1
2,7,1
35,59,1
14,30,1
8,18,1
28,31,1
17,87,1
9,81,1
46,56,1
18,44,1
10,98,1
38,43,1
5,16,1
23,28,1
18,86,1
31,41,0
5,90,0
36,30,0
16,33,0
8,50,0
21,59,0
51,33,0
92,93,0
20,89,0
88,20,0
59,36,0
13,29,0
20,15,0
11,50,0
24,40,0
56,11,0
74,12,0
2,49,0
78,51,0
2,87,0
43,54,0
17,29,0
1,53,0
5,88,0
65,39,0
40,95,0
48,68,0
49,3,0
26,54,0
68,34,0
57,39,0
85,51,0
4,23,0
50,7,0
51,26,0
22,32,0
68,85,0
74,33,0
71,49,0
82,15,0
45,46,0
82,34,0
57,9,0
61,24,0
66,22,0
34,47,0
76,31,0
94,86,0
40,75,0
47,59,0
65,31,0
45,52,0
33,74,0
70,47,0
1,42,0
8,15,0
84,80,0
33,17,0
79,9,0
47,80,0
25,32,0
28,66,0
92,31,0
36,4,0
81,86,0
67,34,0
57,19,0
20,75,0
87,36,0
99,71,0
77,5,0
95,71,0
49,40,0
46,26,0
51,21,0
92,42,0
91,95,0
85,10,0
9,45,0
34,42,0
44,74,0
25,26,0
38,3,0
52,30,0
40,28,0
2,66,0
32,26,0
80,15,0
91,43,0
27,9,0
99,84,0
39,74,0
75,28,0
97,47,0
100,23,0
88,25,0
58,34,0
79,93,0
64,14,0
11,9,0
40,91,0
6,46,0
7,98,0
92,7,0
7,11,0
8,6,0
18,79,0
24,26,0
51,97,0
99,25,0
44,5,0
51,75,0
7,52,0
98,24,0
70,5,0
53,93,0
71,67,0
70,1,0
41,20,0
76,41,0
99,22,0
57,29,0
5,55,0
92,39,0
13,10,0
38,57,0
66,46,0
51,3,0
27,45,0
64,8,0
88,45,0
27,36,0
78,3,0
11,14,0
84,39,0
37,8,0
34,52,0
50,6,0
49,39,0
72,41,0
78,68,0
84,23,0
65,9,0
6,44,0
45,64,0
33,59,0
5,27,0
8,91,0
31,100,0
91,66,0
32,22,0
19,35,0
89,14,0
64,2,0
1,28,0
36,80,0
91,74,0
8,78,0
80,33,0
39,99,0
10,2,0
3,33,0
38,33,0
46,54,0
15,6,0
21,27,0
37,14,0
88,44,0
21,45,0
43,76,0
2,24,0
100,31,0
85,7,0
10,24,0
69,4,0
83,71,0
100,10,0
19,93,0
66,33,0
2,23,0
21,100,0
23,32,0
21,42,0
9,63,0
82,93,0
30,43,0
69,25,0
5,42,0
24,74,0
18,23,0
6,86,0
58,28,0
71,45,0
5,93,0
87,3,0
36,42,0
17,6,0
18,73,0
43,2,0
