1,147,1
59,4,1
75,106,1
104,150,1
10,18,1
181,126,1
102,117,1
65,106,1
47,109,1
5,112,1
146,117,1
41,116,1
63,121,1
98,79,1
50,110,1
86,117,1
40,193,1
171,112,1
173,1,1
184,75,1
9,19,1
20,3,1
29,33,1
50,181,1
18,113,1
41,10,1
72,73,1
181,129,1
76,75,1
109,4,1
74,115,1
96,27,1
17,131,1
111,11,1
13,17,1
25,136,1
74,116,1
182,115,1
124,108,1
1,10,1
10,111,1
44,120,1
85,79,1
33,34,1
181,106,1
102,16,1
46,11,1
114,143,1
50,175,1
9,10,1
114,86,1
149,91,1
104,102,1
181,143,1
29,3,1
6,131,1
57,45,1
13,50,1
181,128,1
105,199,1
27,26,1
21,20,1
184,13,1
1,6,1
40,124,1
153,5,1
118,112,1
158,43,1
15,16,1
27,3,1
57,39,1
177,124,1
174,10,1
201,1,1
6,137,1
114,15,1
181,150,1
198,5,1
56,138,1
13,64,1
73,10,1
65,118,1
193,36,1
55,3,1
51,94,1
3,163,1
149,84,1
28,6,1
13,136,1
139,15,1
63,55,1
126,127,1
1,112,1
123,124,1
124,117,1
174,129,1
97,148,1
5,108,1
84,82,1
163,5,1
58,63,1
182,134,1
1,196,1
97,120,1
193,1,1
79,91,1
5,3,1
4,115,1
183,1,1
76,181,1
69,116,1
196,130,1
185,123,1
103,3,1
171,130,1
151,76,1
47,88,1
75,10,1
13,131,1
74,106,1
69,115,1
3,13,1
150,138,1
13,119,1
137,142,1
180,3,1
139,114,1
75,107,1
17,116,1
185,100,1
171,1,1
69,3,1
24,26,1
60,107,1
5,8,1
183,130,1
182,171,1
106,115,1
11,126,1
154,45,1
114,107,1
104,181,1
19,8,1
181,75,1
168,1,1
103,71,1
5,7,1
153,1,1
149,134,1
106,108,1
194,117,1
103,4,1
59,119,1
150,75,1
27,18,1
41,122,1
106,64,1
184,3,1
186,5,1
148,199,1
117,147,1
163,17,1
9,13,1
124,115,1
13,169,1
174,142,1
30,78,1
135,80,1
9,201,1
111,120,1
67,15,1
56,118,1
184,17,1
40,106,1
88,106,1
86,115,1
6,108,1
47,111,1
194,40,1
1,118,1
58,62,1
190,1,1
53,3,1
187,1,1
50,64,1
105,103,1
41,130,1
47,138,1
106,130,1
91,3,1
182,137,1
5,127,1
127,80,1
174,1,1
123,117,1
25,81,1
23,18,1
119,116,1
17,127,1
9,64,1
73,39,1
5,64,1
200,1,1
50,57,1
153,121,1
56,108,1
183,147,1
47,60,1
155,151,1
6,128,1
197,42,1
1,115,1
116,80,1
164,45,1
5,6,1
58,73,1
50,115,1
166,1,1
149,150,1
151,75,1
118,64,1
90,3,1
20,23,1
72,67,1
5,116,1
59,142,1
160,1,1
171,5,1
75,108,1
4,127,1
17,134,1
24,3,1
56,64,1
62,3,1
28,27,1
3,88,1
182,142,1
3,64,1
80,120,1
72,14,1
13,115,1
50,121,1
7,105,1
111,86,1
181,115,1
174,134,1
72,10,1
155,95,1
96,91,1
62,39,1
14,13,1
41,121,1
85,27,1
54,80,1
95,3,1
157,150,1
114,131,1
13,69,1
40,135,1
75,4,1
168,5,1
36,4,1
170,130,1
114,116,1
31,11,1
64,119,1
150,6,1
181,138,1
127,116,1
11,118,1
78,12,1
13,36,1
40,127,1
164,5,1
47,14,1
181,140,1
13,104,1
35,3,1
117,116,1
189,5,1
28,95,1
75,118,1
10,19,1
41,117,1
6,147,1
67,3,1
31,6,1
71,3,1
31,32,1
53,50,1
48,46,1
175,76,1
25,135,1
5,196,1
99,3,1
139,138,1
163,75,1
78,105,1
181,118,1
124,116,1
43,42,1
120,127,1
184,16,1
54,3,1
114,128,1
6,39,1
17,128,1
175,106,1
184,5,1
72,59,1
6,64,1
4,5,1
13,127,1
114,124,1
94,127,1
75,13,1
19,199,1
31,38,1
116,112,1
55,36,1
1,163,1
54,4,1
181,139,1
169,75,1
33,26,1
63,3,1
60,118,1
33,38,1
37,3,1
29,26,1
181,191,1
24,18,1
193,106,1
185,5,1
67,68,1
29,30,1
137,88,1
181,144,1
114,129,1
41,110,1
59,51,1
169,65,1
47,11,1
40,107,1
94,139,1
10,112,1
150,81,1
5,107,1
78,35,1
1,116,1
21,72,1
190,3,1
179,5,1
1,36,1
1,106,1
114,130,1
127,199,1
172,127,1
163,13,1
13,10,1
20,18,1
13,195,1
1,152,1
63,110,1
63,39,1
68,3,1
141,143,1
169,124,1
60,131,1
50,166,1
108,4,1
6,127,1
17,117,1
114,147,1
168,130,1
194,112,1
94,105,1
40,138,1
57,75,1
6,124,1
17,136,1
12,36,1
81,137,1
185,27,1
120,67,1
60,106,1
84,27,1
73,4,1
6,4,1
60,64,1
74,105,1
145,115,1
58,51,1
13,130,1
92,3,1
181,113,1
40,137,1
22,18,1
72,139,1
129,196,1
1,55,1
138,133,1
93,94,1
61,3,1
179,184,1
100,3,1
156,1,1
142,4,1
23,3,1
53,10,1
184,123,1
199,161,1
157,75,1
104,163,1
76,150,1
163,14,1
39,3,1
12,3,1
40,140,1
138,147,1
124,127,1
153,122,1
181,109,1
79,78,1
75,119,1
3,4,1
6,55,1
85,100,1
106,116,1
155,150,1
76,10,1
40,129,1
157,76,1
10,126,1
158,42,1
11,103,1
117,199,1
126,115,1
182,112,1
75,129,1
13,137,1
73,70,1
188,1,1
71,8,1
56,106,1
55,181,1
8,117,1
94,81,1
13,116,1
187,5,1
139,3,1
5,106,1
12,18,1
110,122,1
181,142,1
50,189,1
105,79,1
149,81,1
137,115,1
10,86,1
1,13,1
155,50,1
106,129,1
75,116,1
103,199,1
72,6,1
91,27,1
151,157,1
30,35,1
15,27,1
5,55,1
6,134,1
14,75,1
35,25,1
79,120,1
77,27,1
44,136,1
29,38,1
181,117,1
8,199,1
175,1,1
9,60,1
74,103,1
50,55,1
92,91,1
146,148,1
42,39,1
1,104,1
60,116,1
70,68,1
72,88,1
103,8,1
13,109,1
93,127,1
75,122,1
69,88,1
181,146,1
51,10,1
131,116,1
193,5,1
14,169,1
60,3,1
15,199,1
5,104,1
151,181,1
56,3,1
178,124,1
9,18,1
167,75,1
71,67,1
181,127,1
6,73,1
40,50,1
96,3,1
50,75,1
172,106,1
73,59,1
41,119,1
144,140,1
75,115,1
7,3,1
182,129,1
182,147,1
123,181,1
3,142,1
95,107,1
47,64,1
191,55,1
10,145,1
50,118,1
29,78,1
7,199,1
181,1,1
178,191,1
156,121,1
13,6,1
170,1,1
4,112,1
40,71,1
139,111,1
13,134,1
103,120,1
40,134,1
17,74,1
